model_name,unique_id,model_path,schema,materialization,resource_enabled,contract_enforced,column_count,tags,owner,servingdb_sync,child_count,parent_count,access,migration_status,target_canonical_model,compatibility_relation,deprecation_date,deprecation_ticket,wave,notes
int_bonus__hcc_hierarchy_applied,model.healthcare_analytics.int_bonus__hcc_hierarchy_applied,models/provider_bonus/intermediate/int_bonus__hcc_hierarchy_applied.sql,provider_bonus,view,True,True,23,"intermediate,provider_bonus",,False,3,2,protected,active,,,,,,
int_bonus__next_visit_rate,model.healthcare_analytics.int_bonus__next_visit_rate,models/provider_bonus/intermediate/int_bonus__next_visit_rate.sql,provider_bonus,view,True,True,9,"intermediate,provider_bonus",,False,4,3,protected,active,,,,,,
int_bonus__nps_score,model.healthcare_analytics.int_bonus__nps_score,models/provider_bonus/intermediate/int_bonus__nps_score.sql,provider_bonus,view,True,True,11,"intermediate,provider_bonus",,False,8,3,protected,active,,,,,,
int_bonus__productivity_multiplier,model.healthcare_analytics.int_bonus__productivity_multiplier,models/provider_bonus/intermediate/int_bonus__productivity_multiplier.sql,provider_bonus,view,True,True,10,"intermediate,provider_bonus",,False,4,4,protected,active,,,,,,
int_bonus__quality_composite,model.healthcare_analytics.int_bonus__quality_composite,models/provider_bonus/intermediate/int_bonus__quality_composite.sql,provider_bonus,view,True,True,10,"intermediate,provider_bonus",,False,4,5,protected,active,,,,,,
int_bonus__quality_gap_counts,model.healthcare_analytics.int_bonus__quality_gap_counts,models/provider_bonus/intermediate/int_bonus__quality_gap_counts.sql,provider_bonus,view,True,False,10,"intermediate,provider_bonus",,False,2,3,protected,active,,,,,,
int_bonus__quality_period_rates,model.healthcare_analytics.int_bonus__quality_period_rates,models/provider_bonus/intermediate/int_bonus__quality_period_rates.sql,provider_bonus,view,True,False,12,"intermediate,provider_bonus,quality",,False,1,3,protected,active,,,,,,
int_bonus__vu_daily,model.healthcare_analytics.int_bonus__vu_daily,models/provider_bonus/intermediate/int_bonus__vu_daily.sql,provider_bonus,view,True,False,5,"intermediate,provider_bonus",,False,7,3,protected,active,,,,,,
int_cadence_qualifying_visits,model.healthcare_analytics.int_cadence_qualifying_visits,models/intermediate/int_cadence_qualifying_visits.sql,intermediate,table,True,False,0,"cadence,intermediate,scheduling",,False,2,2,protected,active,,,,,,
int_cdia__encounter_cpt_codes,model.healthcare_analytics.int_cdia__encounter_cpt_codes,models/healthcare/cdia/intermediate/int_cdia__encounter_cpt_codes.sql,cdia_intermediate,table,True,False,3,"cdia,intermediate",,False,4,2,protected,active,,,,,,
int_cdia__encounter_icd_codes,model.healthcare_analytics.int_cdia__encounter_icd_codes,models/healthcare/cdia/intermediate/int_cdia__encounter_icd_codes.sql,cdia_intermediate,table,True,False,5,"cdia,intermediate",,False,5,4,protected,active,,,,,,
int_cdia__encounters_categorized,model.healthcare_analytics.int_cdia__encounters_categorized,models/healthcare/cdia/intermediate/int_cdia__encounters_categorized.sql,cdia_intermediate,table,True,False,5,"cdia,intermediate",,False,6,6,protected,active,,,,,,
int_cdia__encounters_enriched,model.healthcare_analytics.int_cdia__encounters_enriched,models/healthcare/cdia/intermediate/int_cdia__encounters_enriched.sql,cdia_intermediate,table,True,False,7,"cdia,intermediate",,False,9,3,protected,active,,,,,,
int_claim_closed,model.healthcare_analytics.int_claim_closed,models/healthcare/raf/score/intermediate/int_claim_closed.sql,raf_intermediate,table,True,False,6,"claim,cms_hcc,hcc,intermediate,raf,risk_adjustment",,False,6,2,protected,active,,,,,,
int_claim_info,model.healthcare_analytics.int_claim_info,models/healthcare/raf/shared/intermediate/int_claim_info.sql,raf_intermediate,view,True,False,2,"cms_hcc,intermediate,legacy,raf,risk_adjustment",,False,3,3,protected,active,,,,,,
int_empi__payor_identity_spine,model.healthcare_analytics.int_empi__payor_identity_spine,models/healthcare/empi/int_empi__payor_identity_spine.sql,healthcare,table,True,False,9,"crosswalk,empi,identity,matching,mdm,payor",,False,23,5,protected,active,,,,,,
int_empi_golden_records_clean,model.healthcare_analytics.int_empi_golden_records_clean,models/intermediate/int_empi_golden_records_clean.sql,healthcare,incremental,True,False,5,"empi,intermediate,servingdb_candidate,v3_synced",,True,8,1,protected,active,,,,,,
int_finraf__payor_alpha_contract_terms,model.healthcare_analytics.int_finraf__payor_alpha_contract_terms,models/healthcare/raf/revenue/intermediate/int_finraf__payor_alpha_contract_terms.sql,raf_intermediate,view,True,False,20,"PAYOR_A,cms_hcc,contract_terms,finance,finraf,intermediate,raf,risk_adjustment",,False,5,2,protected,active,,,,,,
int_finraf__county_benchmark,model.healthcare_analytics.int_finraf__county_benchmark,models/healthcare/raf/revenue/intermediate/int_finraf__county_benchmark.sql,raf_intermediate,view,True,False,2,"cms_hcc,finance,finraf,intermediate,raf,risk_adjustment",,False,7,1,protected,active,,,,,,
int_finraf__payor_paid_actuals,model.healthcare_analytics.int_finraf__payor_paid_actuals,models/healthcare/raf/revenue/intermediate/int_finraf__payor_paid_actuals.sql,raf_intermediate,view,True,False,18,"cms_hcc,finance,finraf,intermediate,raf,risk_adjustment",,False,19,5,protected,active,,,,,,
int_finraf__uhc_contract_terms,model.healthcare_analytics.int_finraf__uhc_contract_terms,models/healthcare/raf/revenue/intermediate/int_finraf__uhc_contract_terms.sql,raf_intermediate,view,True,False,11,"cms_hcc,contract_terms,finance,finraf,intermediate,raf,risk_adjustment,PAYOR_B",,False,4,2,protected,active,,,,,,
int_hccassessment,model.healthcare_analytics.int_hccassessment,models/healthcare/raf/capture/intermediate/int_hccassessment.sql,raf_intermediate,view,True,False,5,"cms_hcc,intermediate,legacy,raf,risk_adjustment",,False,4,5,protected,active,,,,,,
int_hh__suspect_recapture,model.healthcare_analytics.int_hh__suspect_recapture,models/healthcare/raf/capture/intermediate/int_hh__suspect_recapture.sql,raf_intermediate,table,True,False,0,"cms_hcc,hcc,hh-native,intermediate,raf,recapture,risk_adjustment,suspect",,False,2,1,protected,active,,,,,,
int_membership_billing_latest,model.healthcare_analytics.int_membership_billing_latest,models/healthcare/membership/int_membership_billing_latest.sql,healthcare,view,True,False,15,"billing,cube,membership,membership,BIPlatform",data_engineering,False,3,1,protected,active,,,,,,
int_jira__issue_classification,model.healthcare_analytics.int_jira__issue_classification,models/jira/int_jira__issue_classification.sql,jira,view,True,False,1,"intermediate,jira",,False,2,6,protected,active,,,,,,
int_mdm__member_xref,model.healthcare_analytics.int_mdm__member_xref,models/healthcare/mdm/intermediate/int_mdm__member_xref.sql,healthcare,view,True,False,4,"empi,intermediate,mdm,member",,False,4,1,protected,active,,,,,,
int_mdm__mmr_member_month,model.healthcare_analytics.int_mdm__mmr_member_month,models/healthcare/mdm/intermediate/int_mdm__mmr_member_month.sql,healthcare,table,True,False,7,"coverage,intermediate,mdm,member,mmr",,False,9,4,protected,active,,,,,,
int_membership_authority,model.healthcare_analytics.int_membership_authority,models/healthcare/membership/int_membership_authority.sql,healthcare,view,True,False,8,"commercial,cube,membership,hourly,membership,salesforce,backendbaas,BIPlatform",,False,8,3,protected,active,,,,,,
int_navina__hcc_assessment_grouped,model.healthcare_analytics.int_navina__hcc_assessment_grouped,models/healthcare/raf/capture/intermediate/int_navina__hcc_assessment_grouped.sql,raf_intermediate,incremental,True,True,29,"cms_hcc,cube,hcc,intermediate,VendorNav,raf,risk_adjustment,BIPlatform",,False,3,1,protected,active,,,,,,
int_navina__hcc_assessment_icd_rolled,model.healthcare_analytics.int_navina__hcc_assessment_icd_rolled,models/healthcare/raf/capture/intermediate/int_navina__hcc_assessment_icd_rolled.sql,raf_intermediate,incremental,True,True,34,"cms_hcc,cube,hcc,intermediate,VendorNav,raf,risk_adjustment,BIPlatform",,False,4,1,protected,active,,,,,,
int_patient_attribution,model.healthcare_analytics.int_patient_attribution,models/intermediate/int_patient_attribution.sql,intermediate,view,True,False,17,"attribution,intermediate,patient",,False,3,4,protected,active,,,,,,
int_patient_chart_crosswalk,model.healthcare_analytics.int_patient_chart_crosswalk,models/healthcare/raf/shared/intermediate/int_patient_chart_crosswalk.sql,raf_intermediate,view,True,False,2,"cms_hcc,intermediate,legacy,raf,risk_adjustment",,False,8,2,protected,active,,,,,,
int_patient_code_by_encounter,model.healthcare_analytics.int_patient_code_by_encounter,models/healthcare/raf/shared/intermediate/int_patient_code_by_encounter.sql,raf_intermediate,view,True,False,1,"cms_hcc,intermediate,legacy,raf,risk_adjustment",,False,5,7,protected,active,,,,,,
int_patient_dx_universe,model.healthcare_analytics.int_patient_dx_universe,models/healthcare/scheduling/int_patient_dx_universe.sql,healthcare,table,True,False,2,"cadence,capacity,chronic,claims,clinical,ml_feature,retier,scheduling,superset",,False,3,2,protected,active,,,,,,
int_patient_insurance_monthly,model.healthcare_analytics.int_patient_insurance_monthly,models/intermediate/int_patient_insurance_monthly.sql,intermediate,view,True,False,17,"canonical,insurance,intermediate,mdm,raf",,False,5,5,protected,active,,,,,,
int_patient_status_computed,model.healthcare_analytics.int_patient_status_computed,models/intermediate/int_patient_status_computed.sql,intermediate,view,True,False,20,"intermediate,mdm,patient,status",,False,24,5,protected,active,,,,,,
int_patient_status_pit_monthly,model.healthcare_analytics.int_patient_status_pit_monthly,models/intermediate/int_patient_status_pit_monthly.sql,intermediate,incremental,True,False,2,"intermediate,mdm,patient,pit,raf,status",,False,5,4,protected,active,,,,,,
int_patient_supplement,model.healthcare_analytics.int_patient_supplement,models/healthcare/raf/shared/intermediate/int_patient_supplement.sql,raf_intermediate,view,True,False,2,"cms_hcc,intermediate,legacy,raf,risk_adjustment",,False,9,4,protected,active,,,,,,
int_patient_tier_features,model.healthcare_analytics.int_patient_tier_features,models/healthcare/scheduling/int_patient_tier_features.sql,healthcare,table,True,False,2,"cadence,capacity,clinical,ml_feature,retier,scheduling,superset,tiering",,False,7,13,protected,active,,,,,,
int_patient_tier_validation,model.healthcare_analytics.int_patient_tier_validation,models/healthcare/scheduling/int_patient_tier_validation.sql,healthcare,view,True,False,1,"capacity,retier,scheduling,superset,validation",,False,2,3,protected,active,,,,,,
int_patient_uncontrolled_labs,model.healthcare_analytics.int_patient_uncontrolled_labs,models/healthcare/scheduling/int_patient_uncontrolled_labs.sql,healthcare,table,True,False,1,"cadence,capacity,clinical,labs,retier,scheduling,superset,vitals",,False,4,10,protected,active,,,,,,
int_payor__payor_alpha_claims_normalized,model.healthcare_analytics.int_payor__payor_alpha_claims_normalized,models/healthcare/payor/intermediate/int_payor__payor_alpha_claims_normalized.sql,healthcare,view,True,False,12,"attribution,PAYOR_A,claims,intermediate,normalized,payor",,False,23,5,protected,active,,,,,,
int_payor__payor_alpha_id_crosswalk,model.healthcare_analytics.int_payor__payor_alpha_id_crosswalk,models/healthcare/payor/intermediate/int_payor__payor_alpha_id_crosswalk.sql,healthcare,table,True,False,6,"attribution,PAYOR_A,crosswalk,intermediate,payor,raf",,False,14,2,protected,active,,,,,,
int_payor__uhc_claim_control_reconciliation,model.healthcare_analytics.int_payor__uhc_claim_control_reconciliation,models/healthcare/payor/intermediate/int_payor__uhc_claim_control_reconciliation.sql,healthcare,table,True,False,4,"attribution,intermediate,payor,reconciliation,PAYOR_B",,False,3,2,protected,active,,,,,,
int_payor__uhc_id_crosswalk,model.healthcare_analytics.int_payor__uhc_id_crosswalk,models/healthcare/payor/intermediate/int_payor__uhc_id_crosswalk.sql,healthcare,table,True,False,6,"attribution,crosswalk,intermediate,payor,raf,PAYOR_B",,False,13,2,protected,active,,,,,,
int_primary_insurance,model.healthcare_analytics.int_primary_insurance,models/intermediate/int_primary_insurance.sql,intermediate,view,True,False,10,"canonical,insurance,intermediate,mdm",,False,10,3,protected,active,,,,,,
int_provider_by_contact,model.healthcare_analytics.int_provider_by_contact,models/intermediate/int_provider_by_contact.sql,intermediate,view,True,False,1,"intermediate,mdm,provider",,False,11,1,protected,active,,,,,,
int_provider_capacity,model.healthcare_analytics.int_provider_capacity,models/intermediate/int_provider_capacity.sql,intermediate,view,True,False,6,"intermediate,provider,scheduling",,False,1,3,protected,active,,,,,,
int_provider_entra_crosswalk,model.healthcare_analytics.int_provider_entra_crosswalk,models/intermediate/int_provider_entra_crosswalk.sql,intermediate,view,True,False,16,"entra,intermediate,mdm,provider",,False,2,2,protected,active,,,,,,
int_provider_trinet_crosswalk,model.healthcare_analytics.int_provider_trinet_crosswalk,models/intermediate/int_provider_trinet_crosswalk.sql,intermediate,view,True,False,17,"intermediate,mdm,provider,trinet",,False,2,3,protected,active,,,,,,
int_quality__payor_alpha_code_evidence,model.healthcare_analytics.int_quality__payor_alpha_code_evidence,models/healthcare/quality/intermediate/int_quality__payor_alpha_code_evidence.sql,healthcare,view,True,False,9,"PAYOR_A,dev-4296,hedis,intermediate,quality",Gyasi Sutton,False,8,3,protected,active,,,,,,
int_quality__payor_alpha_obgyn_recovery,model.healthcare_analytics.int_quality__payor_alpha_obgyn_recovery,models/healthcare/quality/intermediate/int_quality__payor_alpha_obgyn_recovery.sql,healthcare,table,True,False,14,"PAYOR_A,dev-4296,hedis,intermediate,quality",Gyasi Sutton,False,13,1,protected,active,,,,,,
int_quality__payor_alpha_submission,model.healthcare_analytics.int_quality__payor_alpha_submission,models/healthcare/quality/intermediate/int_quality__payor_alpha_submission.sql,healthcare,view,True,False,14,"PAYOR_A,dev-4296,hedis,intermediate,quality",Gyasi Sutton,False,6,4,protected,active,,,,,,
int_quality__charge_code_evidence,model.healthcare_analytics.int_quality__charge_code_evidence,models/healthcare/quality/intermediate/int_quality__charge_code_evidence.sql,healthcare,view,True,False,13,"dev-4296,evidence_funnel,intermediate,quality",Gyasi Sutton,False,5,0,protected,active,,,,,,
int_quality__claim_code_evidence,model.healthcare_analytics.int_quality__claim_code_evidence,models/healthcare/quality/intermediate/int_quality__claim_code_evidence.sql,healthcare,view,True,False,16,"dev-4296,evidence_funnel,intermediate,quality",Gyasi Sutton,False,5,0,protected,active,,,,,,
int_quality__code_pool,model.healthcare_analytics.int_quality__code_pool,models/healthcare/quality/intermediate/int_quality__code_pool.sql,healthcare,incremental,True,True,15,"dev-4296,evidence_funnel,intermediate,quality,spine",gyasi,False,13,10,protected,active,,,,,,
int_quality__code_titles,model.healthcare_analytics.int_quality__code_titles,models/healthcare/quality/intermediate/int_quality__code_titles.sql,healthcare,table,True,False,10,"dev-4296,hedis,intermediate,quality",Gyasi Sutton,False,3,3,protected,active,,,,,,
int_quality__diabetes_cohort,model.healthcare_analytics.int_quality__diabetes_cohort,models/healthcare/quality/intermediate/int_quality__diabetes_cohort.sql,healthcare,view,True,False,2,"dev-4296,hedis,intermediate,quality",Gyasi Sutton,False,7,0,protected,active,,,,,,
int_quality__document_evidence,model.healthcare_analytics.int_quality__document_evidence,models/healthcare/quality/intermediate/int_quality__document_evidence.sql,healthcare,view,True,False,13,"dev-4296,evidence_funnel,intermediate,quality",Gyasi Sutton,False,5,0,protected,active,,,,,,
int_quality__eed_review,model.healthcare_analytics.int_quality__eed_review,models/healthcare/quality/intermediate/int_quality__eed_review.sql,healthcare,view,True,False,6,"dev-4296,eed,hedis,intermediate,quality",Gyasi Sutton,False,4,2,protected,active,,,,,,
int_quality__encounter_code_evidence,model.healthcare_analytics.int_quality__encounter_code_evidence,models/healthcare/quality/intermediate/int_quality__encounter_code_evidence.sql,healthcare,view,True,False,4,"dev-4296,evidence_funnel,intermediate,quality",Gyasi Sutton,False,5,4,protected,active,,,,,,
int_quality__gap_mirror,model.healthcare_analytics.int_quality__gap_mirror,models/healthcare/quality/intermediate/int_quality__gap_mirror.sql,healthcare,view,True,False,11,"dev-4296,gap-mirror,intermediate,quality",gyasi,False,2,1,protected,active,,,,,,
int_quality__hedis_evidence,model.healthcare_analytics.int_quality__hedis_evidence,models/healthcare/quality/intermediate/int_quality__hedis_evidence.sql,healthcare,incremental,True,True,17,"dev-4296,hedis,intermediate,quality",gyasi,False,9,5,protected,active,,,,,,
int_quality__payor_gamma_aggregate,model.healthcare_analytics.int_quality__payor_gamma_aggregate,models/healthcare/quality/intermediate/int_quality__payor_gamma_aggregate.sql,healthcare,view,True,False,12,"dev-4296,hedis,PAYOR_C,intermediate,quality",Gyasi Sutton,False,7,6,protected,active,,,,,,
int_quality__payor_gamma_measure_evidence,model.healthcare_analytics.int_quality__payor_gamma_measure_evidence,models/healthcare/quality/intermediate/int_quality__payor_gamma_measure_evidence.sql,healthcare,view,True,False,12,"dev-4296,hedis,PAYOR_C,intermediate,quality",Gyasi Sutton,False,12,2,protected,active,,,,,,
int_quality__payor_gamma_measure_evidence_summary,model.healthcare_analytics.int_quality__payor_gamma_measure_evidence_summary,models/healthcare/quality/intermediate/int_quality__payor_gamma_measure_evidence_summary.sql,healthcare,view,True,False,10,"dev-4296,hedis,PAYOR_C,intermediate,quality",Gyasi Sutton,False,14,5,protected,active,,,,,,
int_quality__payor_gamma_submission,model.healthcare_analytics.int_quality__payor_gamma_submission,models/healthcare/quality/intermediate/int_quality__payor_gamma_submission.sql,healthcare,view,True,False,12,"dev-4296,hedis,PAYOR_C,intermediate,quality",Gyasi Sutton,False,9,6,protected,active,,,,,,
int_quality__lab_code_evidence,model.healthcare_analytics.int_quality__lab_code_evidence,models/healthcare/quality/intermediate/int_quality__lab_code_evidence.sql,healthcare,view,True,False,4,"dev-4296,evidence_funnel,intermediate,quality",Gyasi Sutton,False,6,3,protected,active,,,,,,
int_quality__measure_dated_evidence,model.healthcare_analytics.int_quality__measure_dated_evidence,models/healthcare/quality/intermediate/int_quality__measure_dated_evidence.sql,healthcare,view,True,False,13,"dev-4296,hedis,intermediate,quality",Gyasi Sutton,False,6,8,protected,active,,,,,,
int_quality__measure_evidence_signals,model.healthcare_analytics.int_quality__measure_evidence_signals,models/healthcare/quality/intermediate/int_quality__measure_evidence_signals.sql,healthcare,view,True,False,19,"dev-4296,hedis,intermediate,quality",Gyasi Sutton,False,5,2,protected,active,,,,,,
int_quality__measure_evidence_summary,model.healthcare_analytics.int_quality__measure_evidence_summary,models/healthcare/quality/intermediate/int_quality__measure_evidence_summary.sql,healthcare,view,True,False,21,"dev-4296,hedis,intermediate,quality",Gyasi Sutton,False,5,6,protected,active,,,,,,
int_quality__payer_submission,model.healthcare_analytics.int_quality__payer_submission,models/healthcare/quality/intermediate/int_quality__payer_submission.sql,healthcare,view,True,False,11,"dev-4296,intermediate,payer,quality,submission",gyasi,False,6,4,protected,active,,,,,,
int_quality__problem_code_evidence,model.healthcare_analytics.int_quality__problem_code_evidence,models/healthcare/quality/intermediate/int_quality__problem_code_evidence.sql,healthcare,view,True,False,6,"dev-4296,dev-4300,evidence_funnel,exclusion,intermediate,quality",Gyasi Sutton,False,7,4,protected,active,,,,,,
int_quality__provider_npi,model.healthcare_analytics.int_quality__provider_npi,models/healthcare/quality/intermediate/int_quality__provider_npi.sql,healthcare,view,True,False,2,"dev-4296,hedis,intermediate,quality",Gyasi Sutton,False,5,1,protected,active,,,,,,
int_quality__qm_col_fallback,model.healthcare_analytics.int_quality__qm_col_fallback,models/healthcare/quality/intermediate/int_quality__qm_col_fallback.sql,healthcare,table,True,False,14,"dev-4296,hedis,intermediate,quality",Gyasi Sutton,False,6,4,protected,active,,,,,,
int_quality__qm_joined,model.healthcare_analytics.int_quality__qm_joined,models/healthcare/quality/intermediate/int_quality__qm_joined.sql,healthcare,table,True,False,26,"dev-4296,hedis,intermediate,quality",Gyasi Sutton,False,8,1,protected,active,,,,,,
int_quality__questionnaire_evidence,model.healthcare_analytics.int_quality__questionnaire_evidence,models/healthcare/quality/intermediate/int_quality__questionnaire_evidence.sql,healthcare,view,True,False,14,"dev-4296,evidence_funnel,intermediate,quality",Gyasi Sutton,False,6,0,protected,active,,,,,,
int_quality__service_code_evidence,model.healthcare_analytics.int_quality__service_code_evidence,models/healthcare/quality/intermediate/int_quality__service_code_evidence.sql,healthcare,view,True,False,4,"dev-4296,evidence_funnel,intermediate,quality",Gyasi Sutton,False,5,3,protected,active,,,,,,
int_quality__surgery_code_evidence,model.healthcare_analytics.int_quality__surgery_code_evidence,models/healthcare/quality/intermediate/int_quality__surgery_code_evidence.sql,healthcare,view,True,False,14,"dev-4296,evidence_funnel,intermediate,quality",Gyasi Sutton,False,5,0,protected,active,,,,,,
int_quality__surgical_code_evidence,model.healthcare_analytics.int_quality__surgical_code_evidence,models/healthcare/quality/intermediate/int_quality__surgical_code_evidence.sql,healthcare,view,True,False,4,"dev-4296,evidence_funnel,intermediate,quality",Gyasi Sutton,False,5,1,protected,active,,,,,,
int_quality__valued_evidence,model.healthcare_analytics.int_quality__valued_evidence,models/healthcare/quality/intermediate/int_quality__valued_evidence.sql,healthcare,view,True,False,0,"dev-4296,hedis,intermediate,quality,shared",,False,2,5,protected,active,,,,,,
int_quality__vitals_evidence,model.healthcare_analytics.int_quality__vitals_evidence,models/healthcare/quality/intermediate/int_quality__vitals_evidence.sql,healthcare,view,True,False,13,"dev-4296,hedis,intermediate,quality",Gyasi Sutton,False,8,0,protected,active,,,,,,
int_raf__payor_alpha_mao_diagnoses,model.healthcare_analytics.int_raf__payor_alpha_mao_diagnoses,models/healthcare/raf/revenue/intermediate/int_raf__payor_alpha_mao_diagnoses.sql,raf_intermediate,view,True,False,16,"PAYOR_A,cms,cms_hcc,intermediate,mao004,raf,risk_adjustment",,False,8,1,protected,active,,,,,,
int_raf__combined_sources,model.healthcare_analytics.int_raf__combined_sources,models/healthcare/raf/score/intermediate/int_raf__combined_sources.sql,raf_intermediate,view,True,False,3,"cms_hcc,intermediate,raf,risk_adjustment",,False,11,10,protected,active,,,,,,
int_raf__count_factors,model.healthcare_analytics.int_raf__count_factors,models/healthcare/raf/score/intermediate/int_raf__count_factors.sql,raf_intermediate,view,True,False,1,"cms_hcc,factors,intermediate,raf,risk_adjustment",,False,3,3,protected,active,,,,,,
int_raf__deduplicated,model.healthcare_analytics.int_raf__deduplicated,models/healthcare/raf/score/intermediate/int_raf__deduplicated.sql,raf_intermediate,view,True,False,2,"cms_hcc,intermediate,raf,risk_adjustment",,False,11,1,protected,active,,,,,,
int_raf__demographic_factors,model.healthcare_analytics.int_raf__demographic_factors,models/healthcare/raf/score/intermediate/int_raf__demographic_factors.sql,raf_intermediate,view,True,False,2,"cms_hcc,factors,intermediate,raf,risk_adjustment",,False,12,5,protected,active,,,,,,
int_raf__demographic_spine,model.healthcare_analytics.int_raf__demographic_spine,models/healthcare/raf/shared/intermediate/int_raf__demographic_spine.sql,raf_intermediate,view,True,False,5,"cms_hcc,empi,intermediate,raf,risk_adjustment",,False,5,2,protected,active,,,,,,
int_raf__eligibility_segment,model.healthcare_analytics.int_raf__eligibility_segment,models/healthcare/raf/score/intermediate/int_raf__eligibility_segment.sql,raf_intermediate,view,True,False,2,"cms_hcc,intermediate,raf,risk_adjustment",,False,19,4,protected,active,,,,,,
int_raf__esrd_scored,model.healthcare_analytics.int_raf__esrd_scored,models/healthcare/raf/score/intermediate/int_raf__esrd_scored.sql,raf_intermediate,view,True,False,4,"cms_hcc,esrd,intermediate,raf,risk_adjustment",,False,6,6,protected,active,,,,,,
int_raf__esrd_status,model.healthcare_analytics.int_raf__esrd_status,models/healthcare/raf/score/intermediate/int_raf__esrd_status.sql,raf_intermediate,view,True,False,3,"cms_hcc,esrd,intermediate,raf,risk_adjustment",,False,5,2,protected,active,,,,,,
int_raf__frs_accepted_dx,model.healthcare_analytics.int_raf__frs_accepted_dx,models/healthcare/raf/score/intermediate/int_raf__frs_accepted_dx.sql,raf_intermediate,view,True,False,3,"cms_hcc,frs,intermediate,raf,risk_adjustment",,False,6,6,protected,active,,,,,,
int_raf__frs_member_base,model.healthcare_analytics.int_raf__frs_member_base,models/healthcare/raf/score/intermediate/int_raf__frs_member_base.sql,raf_intermediate,view,True,False,4,"cms_hcc,frs,intermediate,raf,risk_adjustment",,False,12,3,protected,active,,,,,,
int_raf__frs_segment_coefficients,model.healthcare_analytics.int_raf__frs_segment_coefficients,models/healthcare/raf/score/intermediate/int_raf__frs_segment_coefficients.sql,raf_intermediate,table,True,False,2,"cms_hcc,frs,intermediate,raf,risk_adjustment",,False,4,6,protected,active,,,,,,
int_raf__hierarchy_applied,model.healthcare_analytics.int_raf__hierarchy_applied,models/healthcare/raf/score/intermediate/int_raf__hierarchy_applied.sql,raf_intermediate,view,True,False,2,"cms_hcc,intermediate,raf,risk_adjustment",,False,15,2,protected,active,,,,,,
int_raf__interaction_factors,model.healthcare_analytics.int_raf__interaction_factors,models/healthcare/raf/score/intermediate/int_raf__interaction_factors.sql,raf_intermediate,view,True,False,1,"cms_hcc,factors,intermediate,raf,risk_adjustment",,False,8,5,protected,active,,,,,,
int_raf__mao004_eligibility,model.healthcare_analytics.int_raf__mao004_eligibility,models/healthcare/raf/revenue/intermediate/int_raf__mao004_eligibility.sql,raf_intermediate,view,True,False,12,"cms,cms_hcc,intermediate,mao004,raf,reconciliation,risk_adjustment",,False,15,5,protected,active,,,,,,
int_raf__member_cms_status,model.healthcare_analytics.int_raf__member_cms_status,models/healthcare/raf/score/intermediate/int_raf__member_cms_status.sql,raf_intermediate,view,True,False,5,"cms_hcc,cms_status,intermediate,raf,risk_adjustment",,False,5,5,protected,active,,,,,,
int_raf__mor_components,model.healthcare_analytics.int_raf__mor_components,models/healthcare/raf/revenue/intermediate/int_raf__mor_components.sql,raf_intermediate,view,True,False,4,"cms,cms_hcc,intermediate,mor,raf,reconciliation,risk_adjustment,validation",,False,4,4,protected,active,,,,,,
int_raf__risk_adjustable_encounters,model.healthcare_analytics.int_raf__risk_adjustable_encounters,models/healthcare/raf/score/intermediate/int_raf__risk_adjustable_encounters.sql,raf_intermediate,view,True,False,2,"cms_hcc,intermediate,raf,reference,risk_adjustment",,False,2,3,protected,active,,,,,,
int_raf__scored_hccs,model.healthcare_analytics.int_raf__scored_hccs,models/healthcare/raf/score/intermediate/int_raf__scored_hccs.sql,raf_intermediate,view,True,False,7,"cdc,cms_hcc,intermediate,raf,risk_adjustment",,False,17,6,protected,active,,,,,,
int_raf__uhc_mao_diagnoses,model.healthcare_analytics.int_raf__uhc_mao_diagnoses,models/healthcare/raf/revenue/intermediate/int_raf__uhc_mao_diagnoses.sql,raf_intermediate,view,True,False,16,"cms,cms_hcc,intermediate,mao004,raf,risk_adjustment,PAYOR_B",,False,14,1,protected,active,,,,,,
int_raf__v24_scored_hccs,model.healthcare_analytics.int_raf__v24_scored_hccs,models/healthcare/raf/score/intermediate/int_raf__v24_scored_hccs.sql,raf_intermediate,view,True,False,4,"blend,cms_hcc,intermediate,raf,risk_adjustment,v24",,False,5,5,protected,active,,,,,,
int_raf__year_locked_snapshots,model.healthcare_analytics.int_raf__year_locked_snapshots,models/healthcare/raf/score/intermediate/int_raf__year_locked_snapshots.sql,raf_intermediate,view,True,False,1,"cms_hcc,intermediate,raf,risk_adjustment",,False,2,1,protected,active,,,,,,
int_secondary_insurance,model.healthcare_analytics.int_secondary_insurance,models/intermediate/int_secondary_insurance.sql,intermediate,view,True,False,9,"canonical,insurance,intermediate,mdm",,False,4,3,protected,active,,,,,,
int_spend__payor_alpha_settlement,model.healthcare_analytics.int_spend__payor_alpha_settlement,models/healthcare/spend/intermediate/int_spend__payor_alpha_settlement.sql,healthcare,view,True,False,18,"PAYOR_A,finance,intermediate,settlement,spend",,False,6,1,protected,active,,,,,,
int_spend__vendorblue_members,model.healthcare_analytics.int_spend__vendorblue_members,models/healthcare/spend/intermediate/int_spend__vendorblue_members.sql,healthcare,view,True,False,1,"VendorBlue,intermediate,spend,PAYOR_B",,False,4,1,protected,active,,,,,,
int_spend__claims_detail,model.healthcare_analytics.int_spend__claims_detail,models/healthcare/spend/intermediate/int_spend__claims_detail.sql,healthcare,view,True,False,9,"cost,intermediate,spend",,False,19,5,protected,active,,,,,,
